640.785, 0.0
698.8, 13.45
705.301, 24.2
720.42, 43.1
756.045, 71.29
798.514, 91.25
822.873, 104.88
846.416, 136.45
906.594, 173.1
945.079, 182.91
961.782, 243.42
1012.273, 292.5
1045.486, 248.52
1097.838, 335.88
1134.836, 344.94
1160.618, 333.82
1235.249, 391.76
1283.032, 513.73
1334.018, 472.33
1399.361, 603.55
1460.667, 664.42
1513.45, 798.68
1598.291, 777.78
1616.508, 1093.33
1665.892, 1025.67
1716.097, 1318.63
1761.106, 1237.1
1805.398, 1496.48
1846.686, 1488.92
1907.073, 1437.6
1949.391, 1986.8
1983.314, 1597.32
2036.859, 2542.58
2090.51, 2165.91
2140.36, 2282.99
2180.023, 2183.02
2238.005, 2692.09
2278.751, 2478.19
2337.38, 2887.28
2383.421, 2691.98
2430.752, 3091.73
2494.005, 3664.77
2539.872, 3142.85
2599.638, 3130.44
2621.56, 3709.25
2691.225, 3829.53
2725.871, 4354.67
2789.611, 4742.15
2819.749, 4092.78
2885.458, 5059.21
2930.159, 4112.67
2983.134, 5350.72
3044.095, 5164.69
3078.284, 5092.71
3124.8, 5684.04
3161.861, 5108.86
3219.351, 5648.35
3276.79, 5348.12
3320.695, 5785.05
3370.206, 6633.74
3406.977, 6036.62
3465.283, 6525.32
3519.847, 6448.25
3559.417, 6659.54
3606.0, 7176.34
3651.757, 7344.16
3698.417, 7403.06
3747.945, 7460.66
3789.282, 8441.09
3836.99, 7444.42
3890.304, 8135.3
3960.58, 8231.89
4003.198, 7314.81
4033.269, 8324.49
4087.974, 9566.49
4141.204, 8897.7
4193.945, 8909.78
4230.161, 9203.99
4290.099, 8385.9
4348.171, 10024.67
4390.602, 9097.09
4432.137, 10275.76
4490.169, 8884.93
4539.949, 9633.38
4585.295, 10252.73
4623.878, 10921.92
4677.266, 10629.6
4719.96, 10633.91
4774.865, 11045.33
4827.987, 10240.51
4869.569, 10181.38
4927.874, 11074.3
4974.988, 11389.28
5021.302, 12035.5
5077.467, 11275.86
5119.768, 11419.93
5165.814, 12527.86
5219.354, 12595.96
5267.423, 11781.04
5324.772, 12546.41
5361.474, 12886.67
5408.845, 14649.27
5457.0, 13243.03
5507.871, 13088.39
5568.616, 13561.91
5603.146, 13202.84
5651.867, 13707.97
5706.33, 13973.8
5759.9, 13421.43
5809.366, 13332.28
5840.235, 14180.73
5901.696, 14657.45
5944.433, 13638.99
6004.071, 15119.39
6043.931, 14827.61
6091.554, 15143.91
6149.799, 14911.23
6201.722, 15947.23
6245.571, 15538.02
6289.524, 14199.17
6351.047, 16217.42
6377.615, 15794.2
6450.109, 16447.6
6490.147, 16389.71
6535.568, 16297.88
6595.447, 15773.89
6636.512, 16644.9
6684.026, 16949.69
6740.178, 17687.33
6772.96, 16790.12
6829.813, 19049.62
6875.646, 16770.58
6924.857, 18268.83
6974.077, 18801.37
7035.075, 17172.49
7079.72, 18877.08
7127.016, 19555.91
7183.604, 17970.91
7222.2, 18548.21
7275.165, 19108.86
7313.265, 18640.66
7366.239, 18465.77
7414.379, 19500.78
7459.388, 19611.26
7508.659, 19060.18
7560.649, 19153.63
7605.724, 18951.46
7650.547, 18773.73
7725.456, 20621.81
7768.235, 20493.66
7816.783, 20020.52
7842.918, 21229.51
7893.64, 21243.67
7958.45, 19909.13
8009.503, 20397.07
8051.4, 21089.11
8096.634, 21354.83
8136.555, 21290.65
8190.792, 21149.21
8245.734, 22704.1
8317.95, 21663.07
8337.832, 21494.1
8381.257, 21926.63
8434.898, 21439.34
8484.882, 23140.79
8533.117, 24791.17
8576.79, 22444.79
8650.172, 24415.91
8676.508, 21898.1
8740.508, 22285.38
8781.415, 22341.24
8824.907, 22587.55
8877.808, 22806.22
8931.742, 24054.94
8968.271, 23704.94
9031.231, 25241.29
9087.432, 23665.41
9120.285, 23875.71
9176.852, 25244.8
9222.602, 25844.95
9265.366, 24380.03
9315.228, 22731.42
9362.802, 25959.08
9404.17, 25859.91
9489.919, 24464.13
9513.982, 25306.44
9559.711, 25206.99
9607.035, 26982.68
9649.631, 23784.05
9727.148, 26699.97
9766.199, 26821.29
9818.094, 25950.05
9852.792, 25680.07
9905.45, 25723.87
9964.588, 26988.3
10000.068, 27541.62
10041.648, 25300.11
10094.914, 28036.24
10142.474, 27496.33
10210.546, 28118.91
10244.515, 27903.76
10291.107, 28608.45
10338.912, 28757.25
